geopixel,osi_model_layer1_security_posture_assessment,osi_model_layer2_security_posture_assessment,osi_model_layer3_security_posture_assessment,cve_css_total_score,os_os_security_assessment,score,score2
84_410,0.68,0.82,0.55,0.48857142857143004,0.93333333333333,0,1
84_411,0.85,0.6,0.71,0.55285714285714,0.93333333333333,1,1
84_414,0.73,0.775,0.815,0.5907142857142851,0.8,1,1
84_415,0.42,0.62,0.73,0.5714285714285701,0.86666666666667,1,1
84_418,0.87,0.48,0.57,0.54428571428571,0.86666666666667,1,1
84_422,0.435,0.375,0.515,0.51,0.9,1,1
84_423,0.5466666666666667,0.5299999999999999,0.6166666666666667,0.48571428571428665,0.8888888888888866,0,1
84_441,0.38,0.8200000000000001,0.625,0.49357142857143,0.9,0,1
84_446,0.505,0.685,0.545,0.52,1.0,1,1
84_449,0.6224999999999999,0.7075,0.6725,0.5110714285714275,0.9166666666666675,1,1
85_413,0.39,0.38,0.6,0.41428571428571,1.0,0,1
85_418,0.755,0.445,0.49,0.515714285714285,1.0,1,1
85_428,0.3,0.82,0.31,0.50285714285714,0.8,1,1
85_436,0.685,0.31,0.69,0.520714285714285,1.0,1,1
85_439,0.56,0.35,0.62,0.47571428571429,0.8,0,1
85_441,0.66,0.65,0.52,0.49000000000000005,0.93333333333333,0,1
86_409,0.74,0.5,0.35,0.44000000000000006,0.73333333333333,0,1
86_412,0.635,0.615,0.74,0.53857142857143,0.8666666666666649,1,1
86_416,0.74,0.7,0.6,0.5871428571428601,0.73333333333333,1,1
86_420,0.5349999999999999,0.7350000000000001,0.55,0.516428571428575,1.0,1,1
86_423,0.565,0.505,0.76,0.475714285714285,0.9,0,1
86_425,0.65,0.41,0.55,0.5,0.73333333333333,1,1
86_433,0.665,0.325,0.69,0.54,0.933333333333335,1,1
86_434,0.6633333333333333,0.7666666666666666,0.5966666666666667,0.5757142857142866,0.91111111111111,1,1
86_435,0.605,0.44,0.495,0.47142857142857497,0.8666666666666649,0,1
86_437,0.83,0.41,0.73,0.559285714285715,0.933333333333335,1,1
86_445,0.66,0.5800000000000001,0.74,0.551428571428575,1.0,1,1
86_449,0.41000000000000003,0.665,0.72,0.523571428571425,0.9,1,1
86_450,0.66,0.58,0.41,0.47857142857143,0.73333333333333,0,1
86_455,0.42,0.42,0.32,0.47428571428571004,0.73333333333333,0,1
87_413,0.89,0.69,0.68,0.6042857142857101,0.93333333333333,1,1
87_423,0.55,0.47,0.51,0.37285714285714,0.93333333333333,0,1
87_426,0.5700000000000001,0.6799999999999999,0.8200000000000001,0.502142857142855,0.933333333333335,1,1
87_430,0.39,0.73,0.77,0.44714285714286,0.93333333333333,0,1
87_436,0.58,0.755,0.59,0.53785714285714,0.866666666666665,1,1
87_438,0.545,0.51,0.565,0.49928571428571,1.0,0,1
87_441,0.69,0.39,0.6,0.49857142857143,1.0,0,1
87_448,0.76,0.475,0.48,0.537857142857145,0.933333333333335,1,1
87_455,0.585,0.46499999999999997,0.5900000000000001,0.51,0.8666666666666649,1,1
87_457,0.51,0.41500000000000004,0.33499999999999996,0.440714285714285,1.0,0,1
88_414,0.775,0.5800000000000001,0.5,0.501428571428575,0.833333333333335,1,1
88_416,0.6060000000000001,0.414,0.602,0.481428571428574,0.9199999999999999,0,1
88_426,0.71,0.745,0.64,0.592857142857145,0.8666666666666649,1,1
88_437,0.545,0.7,0.635,0.5421428571428599,0.8666666666666649,1,1
88_439,0.51,0.49,0.7,0.45714285714285996,0.73333333333333,0,1
88_442,0.77,0.38,0.66,0.44714285714286,0.93333333333333,0,1
88_456,0.5700000000000001,0.545,0.6599999999999999,0.477857142857145,0.933333333333335,0,1
89_411,0.465,0.615,0.61,0.55285714285714,0.933333333333335,1,1
89_413,0.8300000000000001,0.56,0.615,0.540714285714285,0.9,1,1
89_415,0.6,0.595,0.62,0.530714285714285,0.933333333333335,1,1
89_425,0.69,0.5900000000000001,0.86,0.5942857142857151,0.9,1,1
89_427,0.37,0.595,0.42500000000000004,0.42857142857143005,1.0,0,1
89_428,0.66,0.51,0.36,0.50571428571429,0.86666666666667,1,1
89_433,0.88,0.81,0.72,0.59857142857143,0.8,1,1
89_434,0.755,0.35,0.71,0.49285714285714,1.0,0,1
89_440,0.385,0.44499999999999995,0.795,0.46071428571428996,1.0,0,1
89_441,0.32,0.38,0.58,0.44000000000000006,0.73333333333333,0,1
89_444,0.8,0.67,0.625,0.547857142857145,0.966666666666665,1,1
89_446,0.66,0.505,0.375,0.52785714285714,0.9,1,1
90_414,0.55,0.72,0.57,0.50571428571429,1.0,1,1
90_417,0.52,0.85,0.54,0.46285714285713997,1.0,0,1
90_418,0.56,0.38,0.56,0.43714285714286005,0.86666666666667,0,1
90_445,0.5549999999999999,0.5375,0.6,0.4928571428571425,0.9,0,1
90_447,0.7,0.76,0.63,0.46857142857143,0.86666666666667,0,1
90_449,0.66,0.605,0.49,0.50357142857143,0.933333333333335,1,1
91_410,0.5349999999999999,0.5700000000000001,0.61,0.46499999999999997,0.966666666666665,0,1
91_413,0.62,0.625,0.73,0.51285714285714,0.8333333333333299,1,1
91_418,0.79,0.88,0.53,0.55285714285714,0.93333333333333,1,1
91_426,0.5549999999999999,0.78,0.58,0.484285714285715,1.0,0,1
91_431,0.5800000000000001,0.71,0.635,0.550714285714285,0.86666666666667,1,1
91_436,0.49,0.5700000000000001,0.76,0.52214285714286,0.8666666666666649,1,1
91_439,0.39,0.87,0.77,0.5728571428571401,0.8,1,1
91_442,0.46,0.41,0.74,0.36000000000000004,0.86666666666667,0,1
91_448,0.5833333333333334,0.7599999999999999,0.64,0.5257142857142834,0.7777777777777767,1,1
91_450,0.34,0.57,0.86,0.47142857142857003,0.73333333333333,0,1
91_453,0.66,0.59,0.8,0.53571428571429,0.86666666666667,1,1
91_457,0.735,0.865,0.825,0.63642857142857,0.966666666666665,1,1
92_411,0.6733333333333333,0.43999999999999995,0.4366666666666667,0.4723809523809534,0.9333333333333332,0,1
92_415,0.42500000000000004,0.57,0.41500000000000004,0.41428571428571503,1.0,0,1
92_419,0.445,0.5700000000000001,0.645,0.51928571428571,0.966666666666665,1,1
92_429,0.625,0.515,0.73,0.505714285714285,0.8666666666666649,1,1
92_435,0.54,0.715,0.645,0.510714285714285,1.0,1,1
92_438,0.6,0.6599999999999999,0.6,0.47571428571429003,1.0,0,1
92_441,0.5375,0.6425,0.43500000000000005,0.48714285714286004,0.8833333333333325,0,1
92_452,0.645,0.675,0.5800000000000001,0.571428571428575,0.8666666666666649,1,1
92_456,0.645,0.88,0.6,0.5721428571428551,0.9,1,1
93_414,0.5,0.41000000000000003,0.375,0.45571428571428996,1.0,0,1
93_418,0.88,0.86,0.53,0.5914285714285701,1.0,1,1
93_420,0.615,0.56,0.685,0.489285714285715,0.9,0,1
93_423,0.635,0.78,0.835,0.5800000000000001,1.0,1,1
93_428,0.82,0.62,0.46,0.49571428571429,0.73333333333333,0,1
93_430,0.605,0.705,0.46499999999999997,0.55142857142857,0.933333333333335,1,1
93_431,0.6866666666666666,0.4633333333333334,0.44333333333333336,0.47190476190476,0.9777777777777766,0,1
93_433,0.565,0.51,0.6799999999999999,0.53714285714286,0.8,1,1
93_436,0.755,0.41500000000000004,0.58,0.49071428571429,0.8,0,1
93_438,0.635,0.6950000000000001,0.58,0.51642857142857,0.8666666666666649,1,1
93_442,0.56,0.745,0.45999999999999996,0.48857142857143004,0.933333333333335,0,1
93_450,0.575,0.45499999999999996,0.43000000000000005,0.396428571428575,0.966666666666665,0,1
93_451,0.45999999999999996,0.485,0.605,0.48785714285714504,0.8666666666666649,0,1
93_454,0.71,0.78,0.89,0.59571428571429,0.93333333333333,1,1
94_413,0.73,0.645,0.395,0.51714285714286,0.9,1,1
94_415,0.5225,0.455,0.5575,0.43607142857143,0.95,0,1
94_418,0.675,0.45499999999999996,0.77,0.574285714285715,0.8,1,1
94_419,0.31,0.43,0.67,0.45999999999999996,0.86666666666667,0,1
94_443,0.39,0.76,0.77,0.53142857142857,0.73333333333333,1,1
94_452,0.51,0.435,0.5549999999999999,0.47214285714286,0.966666666666665,0,1
94_458,0.5,0.705,0.665,0.54,0.966666666666665,1,1
95_412,0.46,0.86,0.37,0.45857142857142996,0.86666666666667,0,1
95_417,0.45,0.6333333333333333,0.6733333333333333,0.4976190476190467,0.8888888888888866,0,1
95_421,0.74,0.51,0.53,0.51714285714286,0.86666666666667,1,1
95_422,0.79,0.51,0.635,0.51,0.766666666666665,1,1
95_425,0.77,0.37,0.75,0.48571428571429004,0.8,0,1
95_427,0.61,0.51,0.54,0.54285714285714,0.8,1,1
95_435,0.4375,0.435,0.5925,0.48464285714285504,0.916666666666665,0,1
95_442,0.44499999999999995,0.635,0.44999999999999996,0.43142857142857005,1.0,0,1
95_443,0.78,0.41500000000000004,0.32499999999999996,0.39857142857143,0.8666666666666649,0,1
95_446,0.6,0.7,0.51,0.49071428571429,0.933333333333335,0,1
95_451,0.7150000000000001,0.32,0.655,0.55142857142857,0.8666666666666649,1,1
95_452,0.7,0.385,0.5449999999999999,0.44000000000000006,0.933333333333335,0,1
95_453,0.43,0.54,0.37,0.41714285714286004,0.93333333333333,0,1
95_454,0.52,0.78,0.79,0.58,0.73333333333333,1,1
96_409,0.87,0.86,0.79,0.57857142857143,0.93333333333333,1,1
96_410,0.36,0.67,0.83,0.49000000000000005,0.93333333333333,0,1
96_415,0.51,0.74,0.67,0.44428571428571006,0.93333333333333,0,1
96_416,0.57,0.83,0.55,0.5728571428571401,0.8,1,1
96_418,0.4666666666666666,0.49,0.6533333333333333,0.49761904761905,0.9333333333333332,0,1
96_419,0.675,0.84,0.59,0.5871428571428601,0.933333333333335,1,1
96_420,0.7949999999999999,0.41500000000000004,0.6699999999999999,0.490714285714285,0.8666666666666649,0,1
96_421,0.5533333333333333,0.6699999999999999,0.6133333333333333,0.5509523809523801,0.9333333333333332,1,1
96_422,0.675,0.685,0.41500000000000004,0.5457142857142849,0.9,1,1
96_425,0.58,0.825,0.625,0.54642857142857,0.8666666666666649,1,1
96_430,0.68,0.63,0.44,0.50857142857143,0.86666666666667,1,1
96_431,0.505,0.84,0.345,0.51642857142857,0.8,1,1
96_442,0.54,0.81,0.54,0.547857142857145,0.966666666666665,1,1
96_444,0.6433333333333333,0.7133333333333334,0.7166666666666667,0.5433333333333333,0.91111111111111,1,1
96_445,0.3,0.81,0.31,0.41428571428571,0.73333333333333,0,1
96_451,0.38,0.51,0.69,0.49142857142857005,1.0,0,1
96_452,0.575,0.6499999999999999,0.455,0.48071428571429,0.933333333333335,0,1
96_455,0.77,0.61,0.86,0.52428571428571,0.73333333333333,1,1
97_413,0.475,0.4,0.635,0.47142857142857,0.966666666666665,0,1
97_415,0.745,0.6799999999999999,0.43500000000000005,0.497142857142855,0.8666666666666649,0,1
97_416,0.46499999999999997,0.56,0.49,0.46357142857143,0.966666666666665,0,1
97_418,0.51,0.76,0.405,0.5678571428571451,0.8333333333333299,1,1
97_419,0.7,0.72,0.42,0.54,0.93333333333333,1,1
97_421,0.8049999999999999,0.52,0.815,0.5885714285714301,0.933333333333335,1,1
97_425,0.625,0.42500000000000004,0.48,0.46285714285714497,0.9,0,1
97_426,0.495,0.7150000000000001,0.775,0.4978571428571425,0.9,0,1
97_427,0.585,0.84,0.44999999999999996,0.542142857142855,1.0,1,1
97_435,0.605,0.6799999999999999,0.595,0.50642857142857,1.0,1,1
97_437,0.58,0.735,0.475,0.475,0.8,0,1
97_439,0.615,0.775,0.815,0.545714285714285,0.933333333333335,1,1
97_446,0.89,0.32,0.32,0.51714285714286,1.0,1,1
97_448,0.6633333333333334,0.6866666666666666,0.5066666666666667,0.5161904761904766,0.8888888888888901,1,1
97_449,0.81,0.82,0.65,0.65,0.93333333333333,1,1
97_450,0.61,0.575,0.6799999999999999,0.524285714285715,0.933333333333335,1,1
97_452,0.7150000000000001,0.625,0.63,0.5642857142857151,0.8666666666666649,1,1
98_414,0.635,0.575,0.48,0.49642857142857,0.8666666666666649,0,1
98_416,0.595,0.865,0.49,0.520714285714285,0.9,1,1
98_417,0.525,0.33499999999999996,0.875,0.500714285714285,0.966666666666665,1,1
98_418,0.87,0.88,0.53,0.5742857142857101,1.0,1,1
98_420,0.72,0.7649999999999999,0.73,0.5900000000000001,1.0,1,1
98_421,0.755,0.63,0.7949999999999999,0.5692857142857151,0.8666666666666649,1,1
98_424,0.55,0.51,0.81,0.5571428571428599,0.8,1,1
98_427,0.43999999999999995,0.495,0.8200000000000001,0.51357142857143,1.0,1,1
98_428,0.5449999999999999,0.81,0.685,0.528571428571425,0.8,1,1
98_431,0.41,0.56,0.65,0.54857142857143,0.86666666666667,1,1
98_433,0.7,0.4,0.6950000000000001,0.54,1.0,1,1
98_438,0.46,0.675,0.78,0.532142857142855,0.933333333333335,1,1
98_441,0.74,0.6799999999999999,0.685,0.534285714285715,0.9,1,1
98_444,0.42000000000000004,0.545,0.44999999999999996,0.457142857142855,0.9,0,1
98_445,0.855,0.66,0.625,0.5878571428571451,0.966666666666665,1,1
98_451,0.6133333333333333,0.7133333333333333,0.6733333333333333,0.5209523809523801,1.0,1,1
99_416,0.4,0.38,0.7849999999999999,0.49857142857143,0.9,0,1
99_417,0.81,0.51,0.84,0.55285714285714,1.0,1,1
99_418,0.8,0.56,0.75,0.5571428571428599,0.86666666666667,1,1
99_420,0.575,0.645,0.65,0.549285714285715,1.0,1,1
99_430,0.5,0.63,0.63,0.465714285714285,0.8666666666666649,0,1
99_431,0.7433333333333333,0.7366666666666667,0.59,0.5664285714285717,0.91111111111111,1,1
99_433,0.64,0.835,0.69,0.5678571428571451,0.8666666666666649,1,1
99_445,0.61,0.37,0.46,0.53142857142857,0.73333333333333,1,1
